"Index","obs","Ncasos","Ncasos.low","Ncasos.up","NI","NI.low","NI.up","data"
2000-01-02,0,0.0659467715688757,0.0206175220122852,0.136059902525868,5.9165,2,11,2000-01-02
2000-01-09,2,0.146917905665592,0.0424014043080066,0.342922015754672,13.30625,4,30,2000-01-09
2000-01-16,0,0.190749948266003,0.0446501293806686,0.491359359143797,17.45225,4,44,2000-01-16
2000-01-23,0,0.248832126171754,0.05402933614192,0.647498440116113,22.97225,5,59.024795708457,2000-01-23
2000-01-30,1,0.337906577096601,0.0743020168823112,0.913343848479875,31.44375,7,87,2000-01-30
2000-02-06,0,0.385837933203294,0.0865820198838042,1.002529551312,36.12825,8,99,2000-02-06
2000-02-13,1,0.475910125894451,0.116032426004228,1.1928970229137,44.70625,10,121,2000-02-13
2000-02-20,1,0.513172050257472,0.130565038466946,1.29792257787963,48.2125,11,127,2000-02-20
2000-02-27,0,0.506792031771738,0.13155906639611,1.23883307773208,47.7835,11,126,2000-02-27
2000-03-05,0,0.552933679976938,0.150702391771493,1.3275667715162,52.217,12,136,2000-03-05
2000-03-12,1,0.68115765890443,0.198393294297911,1.65533372410456,64.31775,17,166,2000-03-12
2000-03-19,0,0.789046118706286,0.254581080692407,1.79377748549971,74.667,20,183,2000-03-19
2000-03-26,1,1.0644360009608,0.356305906434862,2.2467446581752,100.8705,29,241.049798816204,2000-03-26
2000-04-02,3,1.45833815061519,0.545213645019374,3.00401391981878,138.21575,44,324,2000-04-02
2000-04-09,0,1.45674842595646,0.56718868081203,2.90621456203246,138.11775,46,316.024961512124,2000-04-09
2000-04-16,0,1.98784002126973,0.863420562108716,3.86834433656292,188.59,70,417.02497081944,2000-04-16
2000-04-23,4,3.96932692705021,1.96587379936398,7.03318743589143,375.77275,154.974921035395,755.049935542847,2000-04-23
2000-04-30,16,7.88350743767522,4.43469110357964,12.8442358121347,748.45275,346.949858974712,1452.02499161021,2000-04-30
2000-05-07,0,3.05235896598373,1.43331084736391,5.50027790539636,290.437,112,609,2000-05-07
2000-05-14,3,2.22828164855017,0.921227135764059,4.28553911903901,211.10675,74.9748360593145,472,2000-05-14
2000-05-21,1,1.3614509345673,0.494357722901068,2.79094992867916,129.244,38,299,2000-05-21
2000-05-28,0,0.898130943893202,0.275121022482858,1.98670039837236,85.19175,23,210.024942145581,2000-05-28
2000-06-04,1,0.709348483429382,0.188110429178527,1.61959384520374,67.16625,15.9742054064523,170,2000-06-04
2000-06-11,0,0.532087907566161,0.124344844848348,1.27127303047479,50.489,10,130.02490672206,2000-06-11
2000-06-18,0,0.442160502999981,0.0974224951568929,1.10184067147583,42.007,8,113,2000-06-18
2000-06-25,1,0.413447657720339,0.085353374431139,1.05632800264794,39.27175,7,108,2000-06-25
2000-07-02,0,0.332868545995763,0.0602558981950196,0.873577595361124,31.69575,5,92,2000-07-02
2000-07-09,0,0.283265282077245,0.0495047506726779,0.776947953292051,26.959,4,78.9999999999999,2000-07-09
2000-07-16,0,0.259033253349405,0.0376604849880128,0.739533779998734,24.70275,3,74,2000-07-16
2000-07-23,0,0.249464474865085,0.0392236764935518,0.69966136870258,23.792,3,73,2000-07-23
2000-07-30,0,0.25376967955357,0.0427531295519186,0.737091348738941,24.1795,4,75,2000-07-30
2000-08-06,0,0.271857199801157,0.0472254683108555,0.745292456638632,25.83775,4,78.9999999999999,2000-08-06
2000-08-13,0,0.3104895458518,0.0620634888025042,0.837087026101254,29.539,5,88.024862533088,2000-08-13
2000-08-20,1,0.378664980328537,0.0833009214566026,1.02120828191736,35.9535,7,99.0248777064729,2000-08-20
2000-08-27,1,0.404747898429528,0.086104159040181,1.05517066321296,38.3905,7,108.024887835956,2000-08-27
2000-09-03,0,0.374789072076898,0.0754298708992455,0.995246696803521,35.61275,7,100,2000-09-03
2000-09-10,0,0.37348823679458,0.0799857034487708,0.98011728010721,35.49875,7,100,2000-09-10
2000-09-17,0,0.40329955460062,0.0959973416999426,1.0263879941774,38.3865,8,106.024885732695,2000-09-17
2000-09-24,0,0.478662399632978,0.12394965745909,1.18055759136371,45.552,10,121,2000-09-24
2000-10-01,0,0.625387279288375,0.179910916502804,1.44964480238002,59.44,15,150.024919104838,2000-10-01
2000-10-08,0,0.926645639176312,0.299752270744331,2.0378511603952,87.91725,25,216,2000-10-08
2000-10-15,6,1.66084332074375,0.623450180096209,3.54360937640098,157.499,51,366.024966760594,2000-10-15
2000-10-22,0,1.18846659999104,0.40914997199277,2.48756273300359,112.54275,35,265,2000-10-22
2000-10-29,0,1.10267694684267,0.389237608720941,2.35644804628429,104.56425,32,253.074569807412,2000-10-29
2000-11-05,4,1.27971658683274,0.453563202137291,2.77319471870643,121.423,37,289.024957924538,2000-11-05
2000-11-12,0,0.822040901487385,0.244290568299587,1.80598169655974,78.06375,20.9744007793622,193.024937066905,2000-11-12
2000-11-19,0,0.63081695182565,0.177844180235751,1.52240398911363,59.80975,14,156,2000-11-19
2000-11-26,0,0.559937263926219,0.148636729399906,1.37907965353271,53.14125,12,140,2000-11-26
2000-12-03,1,0.557437516599431,0.15112800942656,1.38956036599107,52.8745,12,141.024913965286,2000-12-03
2000-12-10,0,0.505705627534911,0.131430823574994,1.26236386220082,47.95325,11,124,2000-12-10
2000-12-17,0,0.513225795598645,0.135847440260478,1.27824422844263,48.7265,11,128.02490527204,2000-12-17
2000-12-24,1,0.576804338381738,0.143306519178969,1.39982096623635,54.76875,12,143,2000-12-24
2000-12-31,1,0.582890140134445,0.153233652965333,1.43072089840807,55.101,13,144,2000-12-31
2001-01-07,0,0.536464863507919,0.133763944011108,1.32529630483553,50.745,12,133.024908815724,2001-01-07
2001-01-14,1,0.553390703605887,0.144456649949389,1.34235812709807,52.37425,13,135,2001-01-14
2001-01-21,0,0.524392865587897,0.135338328248618,1.28821558728961,49.6925,12,135,2001-01-21
2001-01-28,0,0.554849378991588,0.136893891148499,1.342688378301,52.58925,12,138,2001-01-28
2001-02-04,2,0.651742988102129,0.171717599857647,1.53413694075545,61.78675,15,164.024925982943,2001-02-04
2001-02-11,0,0.568454047578593,0.155699778556062,1.41194962765199,53.934,13,150,2001-02-11
2001-02-18,0,0.565940398368233,0.149835063285326,1.37009869532686,53.69875,12,144,2001-02-18
2001-02-25,1,0.630190538095639,0.170022412105722,1.50948575345711,59.66,15,152,2001-02-25
2001-03-04,0,0.643790920214465,0.180195942202567,1.50137953698654,60.9255,15,155,2001-03-04
2001-03-11,2,0.760126136821776,0.221275737837919,1.80462771065648,72.122,18,184,2001-03-11
2001-03-18,0,0.672214118392752,0.187780054665036,1.58195597966009,63.58575,15,160,2001-03-18
2001-03-25,1,0.696203110772795,0.199518309877275,1.65353317469573,65.90425,17,169,2001-03-25
2001-04-01,0,0.667530063083306,0.192750971582847,1.57123074691906,63.1445,16,162.024925072847,2001-04-01
2001-04-08,0,0.757090785437101,0.236865279862396,1.7302409358012,71.6045,20,182,2001-04-08
